claim,label_multi,label_bin,speaker,date_parsed
A July 21 video aired by PBS News shows President Joe Biden’s “first video address following dropping out of the presidential race.”,refutes,0,X posts,2024-07-22
Bill Gates is responsible for July 19 global tech outage.,refutes,0,X posts,2024-07-19
"An executive of the gay dating app Grindr said the Republican National Convention is ""basically Grindr’s Super Bowl.'”",refutes,0,X posts,2024-07-19
A photo shows a Secret Service sniper at the July 13 Trump rally wearing a red string bracelet tied to Kabbalah Judaism.,refutes,0,Facebook posts,2024-07-19
"After being shot at a Milwaukee rally in 1912, former President Teddy Roosevelt “finished his speech and he kept fighting.”",supports,1,Donald Trump Jr.,2024-07-18
"""Unlike Mike Pence, (JD) Vance said he would have carried out Trump's plan to overturn the 2020 election.""",supports,1,Kamala Harris,2024-07-18
A photo shows proof of a bullet hole in Trump’s jacket.,refutes,0,Facebook posts,2024-07-17
"Milwaukee's Marcus Performing Arts Center – where 'The Daily Show' had been scheduled – “was originally located in the ‘soft perimeter,’ they called it, security-wise” but “was shifted, understandably so, to the ‘hard perimeter.’”",refutes,0,Jon Stewart,2024-07-17
"“Just last week, Ruben Gallego voted to let the millions of people who poured into our country illegally cast a ballot in this upcoming election.”",refutes,0,Kari Lake,2024-07-17
The Secret Service staged the July 13 shooting at Trump rally.,refutes,0,Threads posts,2024-07-17
Video shows Donald Trump sleeping at the Republican National Convention’s first night.,refutes,0,X posts,2024-07-17
"Photo shows that two days after former President Donald Trump’s attempted assassination, the top part of his ear “grew back.”",refutes,0,Threads posts,2024-07-16
The shooter who attempted to assassinate Donald Trump was “Maxwell Yearick.”,refutes,0,Instagram posts,2024-07-16
Photos show former President Donald Trump golfing after being shot.,refutes,0,Social Media,2024-07-16
Switzerland banned mammograms.,refutes,0,Instagram posts,2024-07-16
Trump campaign rally gunman Thomas Matthew Crooks was “arrested more than once.”,refutes,0,Threads posts,2024-07-16
"A Secret Service agent named Jonathan Willis said he “had the assassin in his sights for 3 minutes, but he was told not to engage by the head of the (Secret Service) unit.”",refutes,0,Instagram posts,2024-07-15
"Photo shows the Instagram account of shooter Thomas Matthew Crooks, with the bio, “In my quest to end Epsteins evil empire.”",refutes,0,Threads posts,2024-07-15
Video shows Trump gunman Thomas Matthew Crooks yelling “slash Republican throats”,refutes,0,X posts,2024-07-15
"Photo shows Barron Trump on July 13, 2024, at Butler, Pennsylvania, rally.",refutes,0,Threads posts,2024-07-15
Thomas Crooks “was a registered Democrat who voted for Clinton and Biden.”,refutes,0,Facebook posts,2024-07-15
Photo shows Secret Service agents smiling while escorting Donald Trump offstage after assassination attempt.,refutes,0,Threads posts,2024-07-15
"Donald Trump escenificó el tiroteo en su mitin en Butler, Pensilvania.",refutes,0,X posts,2024-07-15
“The idea that there’s political violence or violence in America like this is just unheard of.”,refutes,0,Joe Biden,2024-07-15
"Estas imágenes muestran a Thomas Matthew Crooks, el sospechoso del tiroteo en el mitin de Donald Trump.",refutes,0,Social Media,2024-07-15
A photo from viral social media posts shows Trump rally shooting suspect Thomas Matthew Crooks.,refutes,0,Social Media,2024-07-14
"Donald Trump staged the shooting at his rally in Butler, Pennsylvania.",refutes,0,Social Media,2024-07-14
"“El que disparo Donald Trump, Mark Violets ha sido asesinado.”",refutes,0,Instagram posts,2024-07-14
“Butler Police confirm the shooter’s name is Mark Violets. He is a known Antifa extremist.”,refutes,0,Facebook posts,2024-07-14
"“Trump rally shooter has been identified as 32-year-old California resident, Hank Pecker.”",refutes,0,Threads posts,2024-07-14
"""The Trump administration handed out taxpayer dollars to a foreign company. Hundreds of homes and farms were bulldozed, and over $500 million in taxpayer dollars were wasted preparing for Foxconn.""",supports,1,Joe Biden,2024-07-13
"""Project 2025 eliminates OSHA and overtime wages.”",refutes,0,Threads posts,2024-07-12
"Lower insulin prices were the work of the Trump administration, not “Crooked Joe Biden. He had NOTHING to do with it.”",refutes,0,Donald Trump,2024-07-12
"BBC News published a graphic quoting President Joe Biden saying, “Let me say this as clearly and simply as I can: [inaudible].”",refutes,0,Social Media,2024-07-12
"“Anyone on Social Security or Disability should know, Project 2025 totally eliminates all benefits.”",refutes,0,D.L. Hughley,2024-07-12
List shows settlements Donald Trump made to 10- to 13-year-old victims of child sex crimes.,refutes,0,Threads posts,2024-07-12
CNN producer “caught on hot mic” commenting on Maxine Waters’ “wig problem.”,refutes,0,Instagram posts,2024-07-12
"In 2020, “only nine NATO allies were spending 2%” of their GDP on defense. “This year, 23 will spend at least 2%.”",supports,1,Joe Biden,2024-07-12
LGBTQ+ leaders sign World Economic Forum treaty to “Accept Pedophiles as 'Legally Protected Minority’”,refutes,0,X posts,2024-07-11
Official Navy photographs show an unidentified flying object in the Arctic Ocean in 1971.,refutes,0,Facebook posts,2024-07-11
“Every single McDonald’s french fry comes exclusively from potatoes grown on Bill Gates-owned farmland.”,refutes,0,Facebook posts,2024-07-11
"Black women in the U.S. are “three to four times more likely to die in connection with childbirth than other women.""",supports,1,Kamala Harris,2024-07-11
“Deadlines have passed in … Wisconsin” to replace President Joe Biden on the ballot.,refutes,0,X posts,2024-07-11
"Kamala Harris ""co-sponsored, fully sponsored"" the Green New Deal.",supports,1,Byron Donalds,2024-07-10
"""Miami Dolphins QB Tua Tagovailoa” had a “front-row seat” reserved at Donald Trump’s Miami rally.",refutes,0,TikTok posts,2024-07-10
Video shows Elon Musk saying Oreos are “satanic.”,refutes,0,Viral image,2024-07-10
"“Elective abortions up to and including the moment of birth. Healthy, 9-month-year-old baby killed at the moment of birth. That’s what Jon Tester and the Democrats have voted for.”",refutes,0,Tim Sheehy,2024-07-10
"Video shows “huge green coloured meteor” on July 7, 2024, in Budapest, Hungary.",refutes,0,Threads posts,2024-07-09
CNN reported July 3 that “Joe has decided to drop out of the 2024 Presidential race and will be replaced by Hunter Biden.”,refutes,0,Threads posts,2024-07-09
“The New York Times has closed its main Threads account.”,refutes,0,Threads posts,2024-07-09
“Officially; Lia Thomas has lost every title.”,refutes,0,Viral image,2024-07-09
Video shows tornado caused by Hurricane Beryl in July 2024.,refutes,0,Facebook posts,2024-07-09
"La compañía Fisher-Price creó un juguete ""Ouija para niños”.",refutes,0,Facebook posts,2024-07-09
"Video shows “Florida beach tornado” July 7, 2024",refutes,0,Viral image,2024-07-08
Photo shows Mount Etna erupting in Sicily in July 2024.,refutes,0,Facebook posts,2024-07-08
President Joe Biden had a “medical emergency on Air Force One” on July 5.,refutes,0,Instagram posts,2024-07-08
The Associated Press reported “prosecutors are reconsidering bringing charges against former President Donald J. Trump on child rape and molestation charges.”,refutes,0,Threads posts,2024-07-08
Project 2025 mandates women carry “period passports” to “track their menstrual cycles” and “monitor pregnancies.”,refutes,0,Threads posts,2024-07-08
“Roundabouts are causing tornadoes.”,refutes,0,Viral image,2024-07-05
"A McDonald’s billboard said, “Hey crypto bro’s we are hiring.”",refutes,0,Viral image,2024-07-05
"“In official capacity, Biden orders DOJ to arrest 6 justices of SCOTUS.”",refutes,0,Viral image,2024-07-05
"La comunidad de hispanos se puede beneficiar de una ""Nueva ley de prosperidad nacional elimina hasta 47,000 en deudas de tarjetas de crédito"".",refutes,0,Facebook posts,2024-07-05
"Photo shows “Roman tidal baths in Malta, still at sea level after thousands of years!”",refutes,0,Facebook posts,2024-07-05
“Disney and Google bought the rights to the first King James Bible.”,refutes,0,Facebook posts,2024-07-05
"""For 18 months under President Trump, not a single American was harmed in Afghanistan.”",refutes,0,Brigitte Gabriel,2024-07-05
C-sections are coded as abortions in hospitals.,refutes,0,Threads posts,2024-07-05
"""Huracán Beryl pasado por la isla Canarias todo quedo bajo Agua y Horacio por todo la isla afectada "".",refutes,0,Threads posts,2024-07-03
“Riley Gaines won $10 million against Whoopi Goldberg for defaming her reputation.”,refutes,0,Facebook posts,2024-07-03
"Activistas de Just Stop Oil ""han rociado con pintura naranja el avión de Taylor Swift, en el aeródromo privado de Stansted, en el Reino Unido"".",refutes,0,Facebook posts,2024-07-03
"""Malaysia Airlines Flight MH370 returns after 10-year mystery""",refutes,0,Facebook posts,2024-07-03
"“En la última conferencia médica en Estados Unidos, el Dr. Juan Rivera presentó una nueva terapia que ha sido validada y demostrada efectiva para manejar el tinnitus”.",refutes,0,Facebook posts,2024-07-03
"""President Zelenskyy’s wife orders 4 million dollar Bugatti” in Paris with U.S. tax money.",refutes,0,Instagram posts,2024-07-03
“Planes full of unvetted ‘refugees’ are being accepted at the Milw. & Madison airports!”,refutes,0,Juneau County Wisconsin Republicans .,2024-07-03
Video shows Dr. Ben Carson promoting an erectile dysfunction treatment.,refutes,0,Viral image,2024-07-03
“WNBA organizers have officially announced an investigation into the referees in all of Caitlin Clark's games for ignoring all dirty actions by her opponents against her.”,refutes,0,Facebook posts,2024-07-03
Michael J. Fox “doesn’t have Parkinson’s disease.”,refutes,0,Viral image,2024-07-03
“Just Stop Oil activists paint Taylor Swift’s private jets.”,refutes,0,Viral image,2024-07-03
"“R. Kelly has been released from United States of America Federal Prison, Chicago.”",refutes,0,Instagram posts,2024-07-03
"Border Patrol agents take migrants ""to the Yuma airport, put them on a plane to any destination they want. ... And they pay their ticket. And then they get reimbursement from FEMA.""",refutes,0,Robert F. Kennedy Jr.,2024-07-03
El 30 de junio de 2024 falleció el expresidente de Estados Unidos Barack Obama.,refutes,0,Facebook posts,2024-07-02
"A 2019 clip from the show “Project Runway,” with a face mask and a designer named Kovid, is proof that the COVID-19 pandemic was a hoax.",refutes,0,Instagram posts,2024-07-02
"Photo shows a missing child in Pike County, Missouri.",refutes,0,Facebook posts,2024-07-02
The city of San Francisco posted street signs warning that “stolen goods must remain under $950.”,refutes,0,Instagram posts,2024-07-02
"“Gordon Ramsay kicks Lia Thomas out of his restaurant, 'Dine in some woke place.'""",refutes,0,Facebook posts,2024-07-02
"“The weapons that Ukraine used in the early days of this war to fend off the Russian invasion are the weapons that Donald Trump sent, that Barack Obama and Joe Biden had refused to send.”",supports,1,Tom Cotton,2024-07-02
A jury “ordered Disney and Lucasfilm to pay” actor Gina Carano $115 million.,refutes,0,Facebook posts,2024-07-01
"Says as of June 30, “the decision has been made that (President Joe Biden) will quit the campaign.”",refutes,0,Bill O'Reilly,2024-07-01
"“Nuevo programa en línea está enviando a estudiantes laptops Apple gratis y subvenciones en efectivo"".",refutes,0,Facebook posts,2024-07-01
"Chiefs' Coach Andy Reid ""fires 3 top players for anthem kneeling.""",refutes,0,Facebook posts,2024-07-01
"""No live audience” at CNN debate means “We are watching a scripted movie.”",refutes,0,Instagram posts,2024-07-01
"""There were 42,000 people diagnosed with (an) STD in Houston” in one week.",refutes,0,Instagram posts,2024-06-28
“Actor and comedian Tim Allen died suddenly” in a “fatal car accident.”,refutes,0,Facebook posts,2024-06-28
The Gates Foundation “awarded $9.5 million to UW-Madison to make H5N1 bird flu transmissible to humans.”,refutes,0,Instagram posts,2024-06-28
